"nombresenador","measuredate","measuretype","measurenumber","proyecto","reference","votetype","countofvotetype","measurestatus","proyecto1","mes","a_o","labelvotetype","countofvotes","nombre"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1371","Nombramiento 1371","Otros","A favor","1","Aprobada","Nombramiento 1371","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. del S.","114","R. del S. 0114","Informe Final","A favor","1","Aprobada","R. del S. 0114","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. del S.","441","R. del S. 0441","Informe Final","A favor","1","Aprobada","R. del S. 0441","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. del S.","637","R. del S. 0637","Informe Final","A favor","1","Aprobada","R. del S. 0637","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1334","Nombramiento 1334","Otros","A favor","1","Aprobada","Nombramiento 1334","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","2242","P. de la C. 2242","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 2242","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1333","Nombramiento 1333","Otros","A favor","1","Aprobada","Nombramiento 1333","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","2979","P. de la C. 2979","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 2979","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3049","P. de la C. 3049","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3049","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3309","P. de la C. 3309","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3309","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3403","P. de la C. 3403","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3403","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3434","P. de la C. 3434","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3434","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3443","P. de la C. 3443","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3443","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3445","P. de la C. 3445","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3445","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3563","P. de la C. 3563","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3563","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3710","P. de la C. 3710","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3710","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3712","P. de la C. 3712","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3712","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3865","P. de la C. 3865","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 3865","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3923","P. de la C. 3923","Inf. Conferencia","Abstenido","1","Aprobada","P. de la C. 3923","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. del S.","2596","R. del S. 2596","Informe","A favor","1","Aprobada","R. del S. 2596","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","803","P. de la C. 0803","Inf. Conferencia","A favor","1","Aprobada","P. de la C. 0803","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. del S.","2805","R. del S. 2805","Medida","A favor","1","Aprobada","R. del S. 2805","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","2505","P. del S. 2505","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2505","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","2547","P. del S. 2547","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2547","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","2552","P. del S. 2552","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2552","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","2554","P. del S. 2554","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2554","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","P. del S.","2598","P. del S. 2598","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2598","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. C. del S.","402","R. C. del S. 0402","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0402","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. C. del S.","471","R. C. del S. 0471","Conc. Enmiendas","En contra","1","Aprobada","R. C. del S. 0471","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. C. del S.","485","R. C. del S. 0485","Conc. Enmiendas","En contra","1","Aprobada","R. C. del S. 0485","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. C. del S.","622","R. C. del S. 0622","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0622","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. C. del S.","710","R. C. del S. 0710","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0710","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. C. del S.","897","R. C. del S. 0897","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 0897","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. del S.","2719","R. del S. 2719","Informe","A favor","1","Aprobada","R. del S. 2719","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1338","Nombramiento 1338","Otros","A favor","1","Aprobada","Nombramiento 1338","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. del S.","2783","R. del S. 2783","Informe","A favor","1","Aprobada","R. del S. 2783","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","4037","P. de la C. 4037","Inf. Conferencia","Abstenido","1","Aprobada","P. de la C. 4037","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1139","Nombramiento 1139","Otros","A favor","1","Aprobada","Nombramiento 1139","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1149","Nombramiento 1149","Otros","A favor","1","Aprobada","Nombramiento 1149","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1197","Nombramiento 1197","Otros","A favor","1","Aprobada","Nombramiento 1197","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1216","Nombramiento 1216","Otros","A favor","1","Aprobada","Nombramiento 1216","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1236","Nombramiento 1236","Otros","A favor","1","Aprobada","Nombramiento 1236","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1242","Nombramiento 1242","Otros","A favor","1","Aprobada","Nombramiento 1242","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1262","Nombramiento 1262","Otros","A favor","1","Aprobada","Nombramiento 1262","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1268","Nombramiento 1268","Otros","A favor","1","Aprobada","Nombramiento 1268","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1271","Nombramiento 1271","Otros","A favor","1","Aprobada","Nombramiento 1271","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1289","Nombramiento 1289","Otros","A favor","1","Aprobada","Nombramiento 1289","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1319","Nombramiento 1319","Otros","A favor","1","Aprobada","Nombramiento 1319","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1327","Nombramiento 1327","Otros","A favor","1","Aprobada","Nombramiento 1327","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","Nombramiento","1331","Nombramiento 1331","Otros","A favor","1","Aprobada","Nombramiento 1331","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-29T00:00:00.000","R. del S.","2766","R. del S. 2766","Informe","A favor","1","Aprobada","R. del S. 2766","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","803","R. C. del S. 0803","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 0803","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. de la C.","3979","P. de la C. 3979","Inf. Conferencia","En contra","1","Aprobada","P. de la C. 3979","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. del S.","2528","P. del S. 2528","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2528","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. del S.","2619","P. del S. 2619","Inf. Conferencia","En contra","1","Aprobada","P. del S. 2619","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. del S.","2696","P. del S. 2696","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2696","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. de la C.","1394","R. C. de la C. 1394","Inf. Conferencia","A favor","1","Aprobada","R. C. de la C. 1394","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. de la C.","1458","R. C. de la C. 1458","Inf. Conferencia","En contra","1","Aprobada","R. C. de la C. 1458","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. de la C.","1459","R. C. de la C. 1459","Inf. Conferencia","En contra","1","Aprobada","R. C. de la C. 1459","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. de la C.","1488","R. C. de la C. 1488","Inf. Conferencia","A favor","1","Aprobada","R. C. de la C. 1488","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. de la C.","1558","R. C. de la C. 1558","Inf. Conferencia","En contra","1","Aprobada","R. C. de la C. 1558","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. de la C.","1573","R. C. de la C. 1573","Inf. Conferencia","A favor","1","Aprobada","R. C. de la C. 1573","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","185","R. C. del S. 0185","Inf. Conferencia","En contra","1","Aprobada","R. C. del S. 0185","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","224","R. C. del S. 0224","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 0224","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. del S.","2477","P. del S. 2477","Conc. Enmiendas","Abstenido","1","Aprobada","P. del S. 2477","06-junio","2012","Abstenido","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","293","R. C. del S. 0293","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 0293","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","P. del S.","2474","P. del S. 2474","Inf. Conferencia","A favor","1","Aprobada","P. del S. 2474","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","836","R. C. del S. 0836","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 0836","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","857","R. C. del S. 0857","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 0857","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","928","R. C. del S. 0928","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 0928","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","980","R. C. del S. 0980","Conc. Enmiendas","En contra","1","Aprobada","R. C. del S. 0980","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","1000","R. C. del S. 1000","Conc. Enmiendas","A favor","1","Aprobada","R. C. del S. 1000","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","1052","R. C. del S. 1052","Inf. Conferencia","En contra","1","Aprobada","R. C. del S. 1052","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-30T00:00:00.000","R. C. del S.","1055","R. C. del S. 1055","Inf. Conferencia","A favor","1","Aprobada","R. C. del S. 1055","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
