"recinto_o_unidad_institucional","a_o_acad_mico","facultad_o_escuela","concentraci_n","especialidad","cip","nivel","nivel_especifico","total_de_estudiantes","total_de_estudiantes_femeninos","total_de_estudiantes_masculinos"
"Recinto de Rio Piedras","2010-2011","Humanidades","Artes Plásticas-Pintura","Bachillerato en Artes en Humanidades - Artes Plásticas-Pintura","50.0705","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Artes Plásticas-Pintura","Bachillerato en Artes en Humanidades - Artes Plásticas-Pintura","50.0705","Subgraduado","Bachillerato","8","2","6"
"Recinto de Rio Piedras","2010-2011","Humanidades","Drama","Bachillerato en Artes en Humanidades - Drama","50.0501","Subgraduado","Bachillerato","27","21","6"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estud Interd - Individualizados","Bachillerato en Artes en Humanidades - Estud Interd - Individualizados","30.9999","Subgraduado","Bachillerato","8","5","3"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estud Interd - Puertorriqueños","Bachillerato en Artes en Humanidades - Estud Interd - Puertorriqueños","30.9999","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estud Interd-Escritura Creativa","Bachillerato en Artes en Humanidades - Estud Interd - Escritura Creativa","30.9999","Subgraduado","Bachillerato","2","1","1"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estud Interdisc - Latinoamérica","Bachillerato en Artes en Humanidades - Estud Interd - Latinoamérica","30.9999","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estud Interdisc - Prejuridicos","Bachillerato en Artes en Humanidades - Estud Interd - Prejuridicos","30.9999","Subgraduado","Bachillerato","32","27","5"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estud Interdisc Traducción","Bachillerato en Artes en Humanidades - Estud Interd - Traducción","30.9999","Subgraduado","Bachillerato","16","12","4"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estudios Hispánicos","Bachillerato en Artes en Humanidades - Estudios Hispánicos","16.0905","Subgraduado","Bachillerato","11","8","3"
"Recinto de Rio Piedras","2010-2011","Humanidades","Filosofía","Bachillerato en Artes en Humanidades - Filosofía","38.0101","Subgraduado","Bachillerato","4","0","4"
"Recinto de Rio Piedras","2010-2011","Humanidades","Francés","Bachillerato en Artes en Humanidades - Francés","16.0901","Subgraduado","Bachillerato","6","6","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Historia De Europa","Bachillerato en Artes en Humanidades - Historia De Europa","54.0103","Subgraduado","Bachillerato","10","4","6"
"Recinto de Rio Piedras","2010-2011","Humanidades","Historia De Las Américas","Bachillerato en Artes en Humanidades - Historia De Las Américas","54.0102","Subgraduado","Bachillerato","11","6","5"
"Recinto de Rio Piedras","2010-2011","Humanidades","Historia Del Arte","Bachillerato en Artes en Humanidades - Historia Del Arte","50.0703","Subgraduado","Bachillerato","9","9","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Ingles","Bachillerato en Artes en Humanidades - Ingles","23.0101","Subgraduado","Bachillerato","10","6","4"
"Recinto de Rio Piedras","2010-2011","Humanidades","Lengua Y Locución - Ingles","Bachillerato en Artes en Humanidades - Lengua Y Locución - Ingles","16.0101","Subgraduado","Bachillerato","4","4","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Lenguas Modernas","Bachillerato en Artes en Humanidades - Lenguas Modernas","16.0101","Subgraduado","Bachillerato","48","36","12"
"Recinto de Rio Piedras","2010-2011","Humanidades","Lingüística Y Comunicación","Bachillerato en Artes en Humanidades - Lingüística Y Comunicación","16.0102","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Literatura Comparada","Bachillerato en Artes en Humanidades - Literatura Comparada","16.0104","Subgraduado","Bachillerato","13","8","5"
"Recinto de Rio Piedras","2010-2011","Humanidades","Literatura General","Bachillerato en Artes en Humanidades - Literatura General","16.0104","Subgraduado","Bachillerato","5","4","1"
"Recinto de Rio Piedras","2010-2011","Humanidades","Música","Bachillerato en Artes en Humanidades - Música","50.0901","Subgraduado","Bachillerato","4","0","4"
"Recinto de Rio Piedras","2010-2011","Humanidades","Lingüista Aplicada Al Español","Cert. Post-Bach en Lingüística","16.0102","Graduado","Cert. Post-Bach","58","50","8"
"Recinto de Rio Piedras","2010-2011","Humanidades","Traductor Especializado","Cert. Post-Maestría en Traducción","16.0103","Graduado","Cert. Post-Maestría","1","0","1"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estudios Hispánicos","Doctorado en Filosofía en Humanidades - Estudios Hispánicos","16.0905","Graduado","Doctorado","7","6","1"
"Recinto de Rio Piedras","2010-2011","Humanidades","Historia","Doctorado en Filosofía en Humanidades - Historia","54.0101","Graduado","Doctorado","3","0","3"
"Recinto de Rio Piedras","2010-2011","Humanidades","Ingl - Est Invest Lit Ling Carib","Doctorado en Filosofía en Humanidades - Ingl - Est Invest Lit Ling Carib","Inll","Graduado","Doctorado","4","4","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Estudios Hispánicos","Maestría en Artes en Humanidades - Estudios Hispánicos","16.0905","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Filosofía","Maestría en Artes en Humanidades - Filosofía","38.0101","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Gestión Y Administ Cultural","Maestría en Artes en Humanidades - Gestión Y Administ Cultural","50.0704","Graduado","Maestría","7","5","2"
"Recinto de Rio Piedras","2010-2011","Humanidades","Historia","Maestría en Artes en Humanidades - Historia","54.0101","Graduado","Maestría","4","1","3"
"Recinto de Rio Piedras","2010-2011","Humanidades","Ingles","Maestría en Artes en Humanidades - Ingles","23.0101","Graduado","Maestría","6","6","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Lingüística","Maestría en Artes en Humanidades - Lingüística","16.0102","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Literatura Comparada","Maestría en Artes en Humanidades - Literatura Comparada","16.0104","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2010-2011","Humanidades","Traducción","Maestría en Artes en Humanidades - Traducción","16.0103","Graduado","Maestría","8","7","1"
"Recinto de Rio Piedras","2010-2011","Planificación","Planificación","Maestría en Planificación","4.0301","Graduado","Maestría","12","6","6"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Adm Rec Humanos De La Empresa","Bachillerato en Administración De Empresas - Adm Rec Humanos De La Empresa","52.1001","Subgraduado","Bachillerato","34","27","7"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Admin Sistemas De Oficina","Bachillerato en Administración de Sistemas de Oficinas","52.0402","Subgraduado","Bachillerato","21","16","5"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Administración De Oficinas","Bachillerato en Administración de Oficinas","52.0402","Subgraduado","Bachillerato","2","2","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Contabilidad","Bachillerato en Administración De Empresas - Contabilidad","52.0301","Subgraduado","Bachillerato","132","75","57"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Economía - Adm Empresas","Bachillerato en Administración De Empresas - Economía - Adm Empresas","52.0601","Subgraduado","Bachillerato","4","1","3"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Estadísticas","Bachillerato en Administración De Empresas - Estadísticas","52.1302","Subgraduado","Bachillerato","4","2","2"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Finanzas","Bachillerato en Administración De Empresas - Finanzas","52.0801","Subgraduado","Bachillerato","54","19","35"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Gerencia De Los Recursos Humanos","Bachillerato en Administración De Empresas - Gerencia De Los Recursos Humanos","52.1001","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Gerencia De Mercadeo","Bachillerato en Administración De Empresas - Gerencia De Mercadeo","52.1401","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Gerencia De Operac Y Suminist","Bachillerato en Administración De Empresas - Gerencia De Operaciones y Suministros","52.0205","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Gerencia De Operaciones","Bachillerato en Administración De Empresas - Gerencia De Operaciones","52.0205","Subgraduado","Bachillerato","7","3","4"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Mercadotecnia","Bachillerato en Administración De Empresas - Mercadotecnia","52.1401","Subgraduado","Bachillerato","74","53","21"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Programa General - Adm Empresas","Bachillerato en Administración De Empresas - Programa General - Adm Empresas","52.0101","Subgraduado","Bachillerato","12","3","9"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Sist Computadorizados De Información","Bachillerato en Administración De Empresas - Sist Computadorizados De Información","52.1201","Subgraduado","Bachillerato","10","2","8"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Comercio Internacional","Doctorado en Filosofía en Administración De Empresas - Comercio Internacional","52.1101","Graduado","Doctorado","1","0","1"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Finanzas","Doctorado en Filosofía en Administración De Empresas - Finanzas","52.0801","Graduado","Doctorado","1","1","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Administración De Empresas","Maestría en Administración De Empresas","52.0101","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Comercio Y Negoc Internac","Maestría en Administración De Empresas - Comercio Y Negoc Internac","52.1101","Graduado","Maestría","8","5","3"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Contabilidad","Maestría en Administración De Empresas - Contabilidad","52.0301","Graduado","Maestría","2","0","2"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Finanza Gerencial","Maestría en Administración De Empresas - Finanza Gerencial","52.0801","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Finanzas","Maestría en Administración De Empresas - Finanzas","52.0801","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Finanzas De Los Negocios","Maestría en Administración De Empresas - Finanzas De Los Negocios","52.0801","Graduado","Maestría","8","5","3"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Gerencia De Los Recursos Humanos","Maestría en Administración De Empresas - Gerencia De Los Recursos Humanos","52.1001","Graduado","Maestría","4","4","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Gerencia De Operaciones","Maestría en Administración De Empresas - Gerencia De Operaciones","52.0205","Graduado","Maestría","6","4","2"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Mercadeo","Maestría en Administración De Empresas - Mercadeo","52.1401","Graduado","Maestría","9","6","3"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Métodos Cuantitativos","Maestría en Administración De Empresas - Métodos Cuantitativos","52.1302","Graduado","Maestría","1","0","1"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Moneda Y Banca","Maestría en Administración De Empresas - Moneda Y Banca","52.0801","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Administración de Empresas","Programa General - Adm Empresas","Maestría en Administración De Empresas - Programa General - Adm Empresas","52.0101","Graduado","Maestría","2","2","0"
"UPR en Aguadilla","2010-2011","Ciencias Naturales","Genética-Agu","N/A","26.0101","Subgraduado","Bachillerato","4","2","2"
"Recinto de Rio Piedras","2011-2012","Arquitectura","Diseño Ambiental - Arquitectura","Bachillerato en Arquitectura - Diseño Ambiental","4.0401","Subgraduado","Bachillerato","61","33","28"
"Recinto de Rio Piedras","2011-2012","Arquitectura","Arquitectura","Maestría en Arquitectura","4.0201","Graduado","Maestría","20","12","8"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Biología","Bachillerato en Ciencias Naturales - Biología","26.0101","Subgraduado","Bachillerato","18","8","10"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Biología Celular Molecular","Bachillerato en Ciencias Naturales - Biología Celular Molecular","26.0101","Subgraduado","Bachillerato","115","82","33"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Biología Integrativa","Bachillerato en Ciencias Naturales - Biología Integrativa","26.0101","Subgraduado","Bachillerato","56","39","17"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Ciencias Ambientales","Bachillerato en Ciencias Naturales - Ciencias Ambientales","3.0104","Subgraduado","Bachillerato","13","11","2"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Ciencias De Cómputos","Bachillerato en Ciencias Naturales - Ciencias De Cómputos","11.0701","Subgraduado","Bachillerato","12","5","7"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Estudios Interdisciplinarios","Bachillerato en Ciencias Naturales - Ciencias Ambientales","30.1801","Subgraduado","Bachillerato","67","38","29"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Física","Bachillerato en Ciencias Naturales - Física","40.0801","Subgraduado","Bachillerato","3","0","3"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Matemáticas","Bachillerato en Ciencias Naturales - Matemáticas","27.0101","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Matemáticas Computacionales","Bachillerato en Ciencias Naturales - Matemáticas Computacionales","27.0101","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Matemáticas Puras","Bachillerato en Ciencias Naturales - Matemáticas Puras","27.0101","Subgraduado","Bachillerato","1","0","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Nutrición Y Dietética","Bachillerato en Ciencias Naturales - Nutrición Y Dietética","19.0501","Subgraduado","Bachillerato","32","29","3"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Programa General - Cs Naturales","Bachillerato en Ciencias Naturales - Programa General - Cs Naturales","30.1801","Subgraduado","Bachillerato","37","30","7"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Química","Bachillerato en Ciencias Naturales - Química","40.0501","Subgraduado","Bachillerato","52","36","16"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Biología","Doctorado en Filosofía en Ciencias Naturales - Biología","26.0101","Graduado","Doctorado","7","2","5"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Ciencias Ambientales","Doctorado en Filosofía en Ciencias Naturales - Ciencias Ambientales","3.0104","Graduado","Doctorado","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Física - Química","Doctorado en Filosofía en Ciencias Naturales - Física - Química","40.0506","Graduado","Doctorado","9","1","8"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Matemáticas","Doctorado en Filosofía en Ciencias Naturales - Matemáticas","27.0101","Graduado","Doctorado","1","0","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Química","Doctorado en Filosofía en Ciencias Naturales - Química","40.0501","Graduado","Doctorado","11","7","4"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Biología","Maestría en Ciencias Naturales - Biología","26.0101","Graduado","Maestría","4","1","3"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Ciencias Ambientales","Maestría en Ciencias Naturales - Ciencias Ambientales","3.0104","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Física","Maestría en Ciencias Naturales - Física","40.0801","Graduado","Maestría","3","2","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Matemáticas","Maestría en Ciencias Naturales - Matemáticas","27.0101","Graduado","Maestría","3","2","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Naturales","Química","Maestría en Ciencias Naturales - Química","40.0501","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Antropología","Bachillerato en Artes en Ciencias Sociales - Antropología","45.0201","Subgraduado","Bachillerato","24","15","9"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Ciencias Políticas","Bachillerato en Artes en Ciencias Sociales - Ciencias Políticas","45.1001","Subgraduado","Bachillerato","68","37","31"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Ciencias Sociales","Bachillerato en Artes en Ciencias Sociales ","45.0101","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Ciencias Sociales General","Bachillerato en Artes en Ciencias Sociales - Ciencias Sociales General","45.0101","Subgraduado","Bachillerato","21","11","10"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Cooperativismo","Bachillerato en Artes en Ciencias Sociales - Cooperativismo","45.9999","Subgraduado","Bachillerato","8","8","0"
"Recinto de Rio Piedras","2012-2013","Humanidades","Ingles","Bachillerato en Artes en Humanidades - Ingles","23.0101","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Economía - Cs Sociales","Bachillerato en Artes en Ciencias Sociales - Economía - Cs Sociales","45.0601","Subgraduado","Bachillerato","19","6","13"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Geografía","Bachillerato en Artes en Ciencias Sociales - Geografía","45.0701","Subgraduado","Bachillerato","30","24","6"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Psicología","Bachillerato en Artes en Ciencias Sociales - Psicología","42.0101","Subgraduado","Bachillerato","167","131","36"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Relaciones Laborales","Bachillerato en Artes en Ciencias Sociales - Relaciones Laborales","52.1002","Subgraduado","Bachillerato","60","47","13"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Sociología","Bachillerato en Artes en Ciencias Sociales - Sociología","45.1101","Subgraduado","Bachillerato","33","23","10"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Trabajo Social","Bachillerato en Artes en Ciencias Sociales - Trabajo Social","44.0701","Subgraduado","Bachillerato","24","22","2"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Psicología","Doctorado en Filosofía en Ciencias Sociales - Psicología","42.0101","Graduado","Doctorado","20","15","5"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Trabajo Social","Doctorado en Filosofía en Ciencias Sociales - Trabajo Social","44.0701","Graduado","Doctorado","2","2","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Admin Y Política Financiera","Maestría en Administración Pública - Admin Y Política Financiera","44.0401","Graduado","Maestría","2","1","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Administración De Personal","Maestría en Administración Pública - Administración De Personal","44.0401","Graduado","Maestría","11","8","3"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Administración De Programas","Maestría en Administración Pública - Administración De Programas","44.0401","Graduado","Maestría","4","3","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Consejería En Rehabilitación","Maestría en Consejería y Rehabilitación ","51.231","Graduado","Maestría","14","8","6"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Economía - Cs Sociales","Maestría en Artes en Ciencias Sociales - Economía - Cs Sociales","45.0601","Graduado","Maestría","7","2","5"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Programa General - Adm Publica","Maestría en Administración Pública - Programa General","44.0401","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Programación Administrativa","Maestría en Administración Pública - Programación Administrativa","44.0401","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Psicología Acad E Investigativa","Maestría en Artes en Ciencias Sociales - Psicología Acad E Investigativa","42.1701","Graduado","Maestría","2","1","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Psicología Clínica","Maestría en Artes - Psicología Clínica","42.0201","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","psicología Indust Organizacional","Maestría en Artes - Psicología Indust Organizacional","42.0901","Graduado","Maestría","3","3","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","psicología Social Comunitaria","Maestría en Artes - Psicología Social Comunitaria","42.0401","Graduado","Maestría","1","0","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Sociología","Maestría en Artes - Sociología","45.1101","Graduado","Maestría","3","1","2"
"Recinto de Rio Piedras","2011-2012","Ciencias Sociales","Trabajo Social","Doctorado en Filosofía en Ciencias Sociales - Trabajo Social","44.0701","Graduado","Maestría","32","29","3"
"Recinto de Rio Piedras","2011-2012","Ciencias Y Tecnología De La Información","Administ Documentos Y Archivos","Cert. Post-Bach en Ciencias Y Tecnología De La Información - Administ Documentos Y Archivos","54.0105","Graduado","Cert. Post-Bach","1","1","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Y Tecnología De La Información","Analista Recursos Electrónicos","Cert. Post-Bach en Ciencias Y Tecnología De La Información - Analista Recursos Electrónicos","11.0401","Graduado","Cert. Post-Bach","0","0","0"
"Recinto de Rio Piedras","2011-2012","Ciencias Y Tecnología De La Información","Maestro Bibliotecario","Cert. Post-Bach en Ciencias Y Tecnología De La Información - Maestro Bibliotecario","25.0101","Graduado","Cert. Post-Bach","9","7","2"
"Recinto de Rio Piedras","2011-2012","Ciencias Y Tecnología De La Información","Admin Bibl Academ,Publ Y Espec","Cert. Post-Maestría en Ciencias Y Tecnología De La Información - Admin Bibl Academ,Publ Y Espec","11.01","Graduado","Cert. Post-Maestría","1","0","1"
"Recinto de Rio Piedras","2011-2012","Ciencias Y Tecnología De La Información","Ciencias De La Información","Maestría en Ciencias de la Información","11.0401","Graduado","Maestría","57","42","15"
"Recinto de Rio Piedras","2011-2012","Ciencias Y Tecnología De La Información","Maestro Bibliotecario","Cert. Post-Bach en Ciencias Y Tecnología De La Información - Maestro Bibliotecario","25.0101","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Comunicación","Comunicación Audiovisual","Bachillerato en Artes en Comunicación - Comunicación Audiovisual","9.0702","Subgraduado","Bachillerato","42","21","21"
"Recinto de Rio Piedras","2011-2012","Comunicación","Comunicación Publica","Bachillerato en Artes en Comunicación - Comunicación Publica","9.0102","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Comunicación","Información Y Periodismo","Bachillerato en Artes en Comunicación - Información Y Periodismo","9.0401","Subgraduado","Bachillerato","47","39","8"
"Recinto de Rio Piedras","2011-2012","Comunicación","Relaciones Publica Y Publicidad","Bachillerato en Artes en Comunicación - Relaciones Publica Y Publicidad","9.0902","Subgraduado","Bachillerato","56","51","5"
"Recinto de Rio Piedras","2011-2012","Comunicación","Comunicación Publica","Maestría en Artes en Comunicación - Comunicación Publica","9.0102","Graduado","Maestría","0","0","0"
"Recinto de Rio Piedras","2011-2012","Comunicación","Periodismo","Maestría en Artes en Comunicación - Periodismo","9.0401","Graduado","Maestría","3","1","2"
"Recinto de Rio Piedras","2011-2012","Comunicación","Teoría E Investigación","Maestría en Artes en Comunicación - Teoría E Investigación","9.0101","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2011-2012","Derecho","Derecho","Maestría en Derecho","22.0101","Graduado","Maestría","2","0","2"
"Recinto de Rio Piedras","2011-2012","Derecho","Derecho","Juris Doctor","22.0101","Graduado","Primer Nivel Profesional","201","118","83"
"Recinto de Rio Piedras","2011-2012","Educación","4to - 6to Grado - Educ Elemental","Bachillerato en Artes en Educación Elemental  - 4to - 6to Grado - Educ Elemental","13.1202","Subgraduado","Bachillerato","18","17","1"
"Recinto de Rio Piedras","2011-2012","Educación","Arte - Educación","Bachillerato en Artes en Educación Secundaria  - Arte - Educación","13.1205","Subgraduado","Bachillerato","11","10","1"
"Recinto de Rio Piedras","2011-2012","Educación","Artes Industriales","Bachillerato en Artes en Educación Secundaria - Artes Industriales","13.1205","Subgraduado","Bachillerato","2","0","2"
"Recinto de Rio Piedras","2011-2012","Educación","Biología - Educación","Bachillerato en Artes en Educación Secundaria - Biología - Educación","13.1205","Subgraduado","Bachillerato","3","3","0"
"Recinto de Rio Piedras","2011-2012","Educación","Ciencias Naturales - Educación","Bachillerato en Artes en Educación Secundaria - Ciencias Naturales - Educación","13.1205","Subgraduado","Bachillerato","10","8","2"
"Recinto de Rio Piedras","2011-2012","Educación","Ecología Familiar Y Nutrición","Bachillerato en Artes en Educación Secundaria - Ecología Familiar Y Nutrición","13.1205","Subgraduado","Bachillerato","12","11","1"
"Recinto de Rio Piedras","2011-2012","Educación","Educ Comercial - Prog General","Bachillerato en Artes en Educación Secundaria - Educ Comercial - Prog General","13.1205","Subgraduado","Bachillerato","7","4","3"
"Recinto de Rio Piedras","2011-2012","Educación","Educac Comerc Prog Secretarial","Bachillerato en Artes en Educación Secundaria - Educac Comerc Prog Secretarial","13.1205","Subgraduado","Bachillerato","8","8","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educac Vocacional Industrial","Bachillerato en Artes en Educación Secundaria - Educac Vocacional Industrial","13.1205","Subgraduado","Bachillerato","3","1","2"
"Recinto de Rio Piedras","2011-2012","Educación","Educación Especial","Bachillerato en Artes en Educación Elemental  - Educación Especial","13.1202","Subgraduado","Bachillerato","50","48","2"
"Recinto de Rio Piedras","2011-2012","Educación","Educación Física","Bachillerato en Artes en Educación Secundaria - Educación Física","13.1205","Subgraduado","Bachillerato","33","8","25"
"Recinto de Rio Piedras","2011-2012","Educación","Educación Preescolar","Bachillerato en Artes en Ecología Familiar - Educación Preescolar","19.0708","Subgraduado","Bachillerato","19","19","0"
"Recinto de Rio Piedras","2011-2012","Educación","Educación Preescolar","Bachillerato en Artes en Ecología Familiar - Educación Preescolar","19.0708","Subgraduado","Bachillerato","0","0","0"
"Recinto de Rio Piedras","2011-2012","Educación","Enseñanza Ingl Hisp Parlantes","Bachillerato en Artes en Educación Elemental  - Enseñanza Ingl Hisp Parlantes","13.1202","Subgraduado","Bachillerato","11","9","2"
"Recinto de Rio Piedras","2011-2012","Educación","Enseñanza Ingl Hispanoparlante","Bachillerato en Artes en Educación Secundaria - Enseñanza Ingl Hispanoparlante","13.1205","Subgraduado","Bachillerato","17","13","4"
"Recinto de Rio Piedras","2011-2012","Educación","Español - Educación","Bachillerato en Artes en Educación Secundaria - Español - Educación","13.1205","Subgraduado","Bachillerato","14","12","2"
"Recinto de Rio Piedras","2011-2012","Educación","Estudios Sociales - Educación","Bachillerato en Artes en Educación Secundaria - Estudios Sociales - Educación","13.1205","Subgraduado","Bachillerato","12","7","5"
"Recinto de Rio Piedras","2011-2012","Educación","Extensión Agrícola","Bachillerato en Ciencias en Ecología Familiar - Extensión Agrícola","19.0101","Subgraduado","Bachillerato","4","4","0"
"Recinto de Rio Piedras","2013-2014","Derecho","Derecho","Maestría en Derecho","22.0101","Graduado","Maestría","2","1","1"
"Recinto de Rio Piedras","2011-2012","Educación","Física - Educación","Bachillerato en Artes en Educación Secundaria - Física - Educación","13.1205","Subgraduado","Bachillerato","3","1","2"
"Recinto de Rio Piedras","2011-2012","Educación","Historia - Educación","Bachillerato en Artes en Educación Secundaria - Historia - Educación","13.1205","Subgraduado","Bachillerato","18","13","5"
"Recinto de Rio Piedras","2011-2012","Educación","K - 3er Grado","Bachillerato en Artes en Educación Elemental  - K - 3er Grado","13.1202","Subgraduado","Bachillerato","21","21","0"
"Recinto de Rio Piedras","2011-2012","Educación","Matemáticas - Educación","Bachillerato en Artes en Educación Secundaria - Matemáticas - Educación","13.1205","Subgraduado","Bachillerato","9","7","2"
"Recinto de Rio Piedras","2011-2012","Educación","Música - Educación","Bachillerato en Artes en Educación Secundaria - Música - Educación","13.1205","Subgraduado","Bachillerato","9","1","8"
