"ps","pobl","pmb","area","compl","nro_edif","tiposecurb","urb","ste","nro","nro_apart","tipo_via","calle","sector","cod_post","pais","x","y","lat","lon","location"
"269401","CAROLINA","CANOVANILLAS",,,,"SECT"," ",," ",,"CARR","857 KM 3.2",,"985","PR","254096","257704","18.354","-65.9215","(18.354, -65.9215)"
"269354","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"LL-19",,"CALLE","VIA 23",,"983","PR","248986","263191","18.4037","-65.9697","(18.4037, -65.9697)"
"269319","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"MA-13",,"CALLE","401",,"982","PR","245161","264209","18.413","-66.0059","(18.413, -66.0059)"
"269295","CAROLINA","CANOVANILLAS",,,,"URB","CIUDAD JARD",,"223",,"CALLE","AMAPOLA",,"987","PR","253534","259789","18.3728","-65.9268","(18.3728, -65.9268)"
"269284","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"AF-2",,"CALLE","37",,"983","PR","248671","265791","18.4272","-65.9726","(18.4272, -65.9726)"
"269282","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"LL-25",,"CALLE","VIA 23",,"983","PR","249068","263189","18.4037","-65.9689","(18.4037, -65.9689)"
"269250","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"AF-5",,"CALLE","37",,"983","PR","248680","265830","18.4275","-65.9726","(18.4275, -65.9726)"
"269174","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"AF-11",,"CALLE","37",,"983","PR","248701","265912","18.4283","-65.9723","(18.4283, -65.9723)"
"269172","CAROLINA","CACAO",,,,"URB","HNDA REAL",,"K-5",,"CALLE","FLOR DE SIERRA",,"985","PR","249699","257963","18.3565","-65.9631","(18.3565, -65.9631)"
"269163","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"AF-11-A",,"CALLE","37",,"983","PR","248705","265923","18.4284","-65.9723","(18.4284, -65.9723)"
"269129","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"AH-9",,"CALLE","37",,"983","PR","248688","265929","18.4284","-65.9725","(18.4284, -65.9725)"
"269239","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"LL-27",,"CALLE","VIA 23",,"983","PR","249094","263185","18.4036","-65.9687","(18.4036, -65.9687)"
"269238","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"MA-6",,"CALLE","401",,"982","PR","245071","264280","18.4136","-66.0067","(18.4136, -66.0067)"
"269191","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"AF-10",,"CALLE","37",,"983","PR","248697","265894","18.4281","-65.9724","(18.4281, -65.9724)"
"145165","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"M7",,"CALLE","LIRIO",,"985","PR","250681","263055","18.4024","-65.9537","(18.4024, -65.9537)"
"145161","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"V-452",,"CALLE","OKLAHOMA",,"987","PR","247726","260931","18.3833","-65.9817","(18.3833, -65.9817)"
"145224","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"V-450",,"CALLE","OKLAHOMA",,"987","PR","247735","260921","18.3832","-65.9816","(18.3832, -65.9816)"
"275240","SAN JUAN","PUEBLO",,,,"BDA"," ",,"24",,"CALLE","PRINCIPAL",,"926","PR","240064","262192","18.3949","-66.0542","(18.3949, -66.0542)"
"275154","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"961",,"CALLE","GAVIOTA",,"924","PR","245123","263403","18.4057","-66.0063","(18.4057, -66.0063)"
"272058","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"954",,"CALLE","GAVIOTA",,"924","PR","245076","263412","18.4058","-66.0067","(18.4058, -66.0067)"
"271748","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"927",,"CALLE","ESTORNINO",,"924","PR","244971","263446","18.4061","-66.0077","(18.4061, -66.0077)"
"271706","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"935",,"CALLE","ESTORNINO",,"924","PR","245011","263414","18.4058","-66.0073","(18.4058, -66.0073)"
"271700","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"937",,"CALLE","ESTORNINO",,"924","PR","245022","263406","18.4057","-66.0072","(18.4057, -66.0072)"
"277310","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"955",,"CALLE","ALCAZAR",,"923","PR","242372","262815","18.4004","-66.0323","(18.4004, -66.0323)"
"278192","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"930",,"CALLE","SARASATE",,"924","PR","243695","262772","18.4","-66.0198","(18.4, -66.0198)"
"277283","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"939",,"CALLE","ALCAZAR",,"923","PR","242380","262870","18.4009","-66.0322","(18.4009, -66.0322)"
"277259","SAN JUAN","HATO REY CENTRAL",,,,"URB","FLORAL PARK",,"165",,"CALLE","DUARTE",,"917","PR","240471","265172","18.4218","-66.0503","(18.4218, -66.0503)"
"277204","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"300",,"CALLE","4",,"927","PR","238843","261887","18.3921","-66.0657","(18.3921, -66.0657)"
"277184","SAN JUAN","HATO REY CENTRAL",,,,"URB","FLORAL PARK",,"117",,"CALLE","DUARTE",,"917","PR","240292","265118","18.4213","-66.052","(18.4213, -66.052)"
"277476","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"985",,"CALLE","ALCAZAR",,"923","PR","242348","262621","18.3987","-66.0326","(18.3987, -66.0326)"
"277475","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"983",,"CALLE","ALCAZAR",,"923","PR","242349","262634","18.3988","-66.0325","(18.3988, -66.0325)"
"277424","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"969",,"CALLE","ALCAZAR",,"923","PR","242361","262726","18.3996","-66.0324","(18.3996, -66.0324)"
"277635","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1133",,"CALLE","9",,"927","PR","238665","261808","18.3914","-66.0674","(18.3914, -66.0674)"
"277590","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"358",,"CALLE","VILLALBA",,"923","PR","241453","265334","18.4232","-66.041","(18.4232, -66.041)"
"277589","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"356",,"CALLE","VILLALBA",,"923","PR","241447","265323","18.4231","-66.041","(18.4231, -66.041)"
"277544","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"987",,"CALLE","ALCAZAR",,"923","PR","242346","262610","18.3986","-66.0326","(18.3986, -66.0326)"
"276124","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"936",,"CALLE","SARASATE",,"924","PR","243702","262726","18.3996","-66.0197","(18.3996, -66.0197)"
"276103","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"942",,"CALLE","SARASATE",,"924","PR","243710","262682","18.3992","-66.0197","(18.3992, -66.0197)"
"276099","SAN JUAN","SABANA LLANA SUR",,,,"URB","CLUB MANOR",,"1215",,"CALLE","RAFAEL ARCELAY",,"924","PR","244987","262178","18.3946","-66.0076","(18.3946, -66.0076)"
"224325","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"F-21",,"CALLE","8",,"985","PR","249066","261443","18.3879","-65.969","(18.3879, -65.969)"
"224338","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-05",,"AVE","C",,"987","PR","247535","258857","18.3646","-65.9836","(18.3646, -65.9836)"
"224374","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"F-2",,"CALLE","7",,"985","PR","249109","261449","18.388","-65.9686","(18.388, -65.9686)"
"224372","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-06",,"AVE","C",,"987","PR","247546","258864","18.3646","-65.9834","(18.3646, -65.9834)"
"224412","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"F-6",,"CALLE","7",,"985","PR","249115","261390","18.3874","-65.9685","(18.3874, -65.9685)"
"224427","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-10",,"AVE","C",,"987","PR","247594","258889","18.3649","-65.983","(18.3649, -65.983)"
"224416","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-23",,"CALLE","YUNQUESITO",,"987","PR","252368","259396","18.3693","-65.9378","(18.3693, -65.9378)"
"224436","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-11",,"AVE","C",,"987","PR","247604","258894","18.3649","-65.9829","(18.3649, -65.9829)"
"224434","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"F-7",,"CALLE","7",,"985","PR","249116","261378","18.3873","-65.9685","(18.3873, -65.9685)"
"224468","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-24",,"CALLE","YUNQUESITO",,"987","PR","252380","259390","18.3693","-65.9377","(18.3693, -65.9377)"
"224503","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"25",,"CALLE","YUNQUESITO",,"987","PR","252390","259383","18.3692","-65.9376","(18.3692, -65.9376)"
"224494","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-15",,"CALLE","35",,"987","PR","247671","258878","18.3648","-65.9823","(18.3648, -65.9823)"
"224520","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-16",,"CALLE","35",,"987","PR","247661","258871","18.3647","-65.9824","(18.3647, -65.9824)"
"224516","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"E-12",,"CALLE","7",,"985","PR","249141","261376","18.3873","-65.9683","(18.3873, -65.9683)"
"224549","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"E-16",,"CALLE","7",,"985","PR","249134","261434","18.3878","-65.9684","(18.3878, -65.9684)"
"224648","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-20",,"CALLE","35",,"987","PR","247602","258841","18.3644","-65.9829","(18.3644, -65.9829)"
"224618","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2.00E-18",,"CALLE","35",,"987","PR","247626","258854","18.3645","-65.9827","(18.3645, -65.9827)"
"224603","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2E-16A",,"CALLE","35",,"987","PR","247649","258866","18.3647","-65.9825","(18.3647, -65.9825)"
"224681","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"193",,"CALLE","NARANJO",,"987","PR","252367","259615","18.3713","-65.9378","(18.3713, -65.9378)"
"224662","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"D-14",,"CALLE","6",,"985","PR","249164","261322","18.3868","-65.9681","(18.3868, -65.9681)"
"224691","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"D-9",,"CALLE","6",,"985","PR","249212","261356","18.3871","-65.9676","(18.3871, -65.9676)"
"224864","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-7",,"CALLE","35",,"987","PR","247587","258811","18.3642","-65.9831","(18.3642, -65.9831)"
"224713","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"D-5",,"CALLE","6",,"985","PR","249204","261413","18.3876","-65.9677","(18.3876, -65.9677)"
"380143","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"772",,"CALLE","MERCEDES SOLA",,"924","PR","245874","263727","18.4086","-65.9992","(18.4086, -65.9992)"
"380264","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"759",,"CALLE","FRAY ANGEL VAZQUEZ",,"924","PR","245893","263827","18.4095","-65.999","(18.4095, -65.999)"
"380260","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"757",,"CALLE","FRAY ANGEL VAZQUEZ",,"924","PR","245902","263838","18.4096","-65.9989","(18.4096, -65.9989)"
"380177","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"766",,"CALLE","MERCEDES SOLA",,"924","PR","245899","263764","18.4089","-65.9989","(18.4089, -65.9989)"
"380610","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"758",,"CALLE","FRAY ANGEL VAZQUEZ",,"924","PR","245870","263836","18.4096","-65.9992","(18.4096, -65.9992)"
"387866","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1027",,"CALLE","LUIS CORDOVA CHIRINO",,"924","PR","245775","263484","18.4064","-66.0001","(18.4064, -66.0001)"
"387712","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"760",,"CALLE","PAMPERO",,"924","PR","245685","263903","18.4102","-66.0009","(18.4102, -66.0009)"
"387660","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"766",,"CALLE","PAMPERO",,"924","PR","245663","263866","18.4099","-66.0012","(18.4099, -66.0012)"
"387604","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"768",,"CALLE","PAMPERO",,"924","PR","245655","263854","18.4098","-66.0012","(18.4098, -66.0012)"
"387520","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"780",,"CALLE","PAMPERO",,"924","PR","245613","263782","18.4091","-66.0016","(18.4091, -66.0016)"
"387461","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"992",,"CALLE","NEBLIN",,"924","PR","245579","263688","18.4083","-66.002","(18.4083, -66.002)"
"387457","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"793",,"CALLE","PAMPERO",,"924","PR","245590","263698","18.4084","-66.0019","(18.4084, -66.0019)"
"387332","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"769",,"CALLE","PAMPERO",,"924","PR","245681","263844","18.4097","-66.001","(18.4097, -66.001)"
"391735","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1125",,"CALLE","LUIS CORDOVA CHIRINO",,"924","PR","246029","263264","18.4044","-65.9977","(18.4044, -65.9977)"
"391631","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1119",,"CALLE","LUIS CORDOVA CHIRINO",,"924","PR","246005","263298","18.4047","-65.9979","(18.4047, -65.9979)"
"394339","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1152",,"CALLE","ANTONIO LUCIANO",,"924","PR","246067","262927","18.4014","-65.9973","(18.4014, -65.9973)"
"394279","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1150",,"CALLE","ANTONIO LUCIANO",,"924","PR","246059","262918","18.4013","-65.9974","(18.4013, -65.9974)"
"99062","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"N-15",,"CALLE","EL MORRO",,"926","PR","242162","261483","18.3884","-66.0343","(18.3884, -66.0343)"
"99060","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"722",,"CALLE","ANON",,"924","PR","243721","261873","18.3919","-66.0196","(18.3919, -66.0196)"
"99056","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1030",,"CALLE","ANA DE CAUZOS",,"924","PR","245923","263637","18.4078","-65.9987","(18.4078, -65.9987)"
"99049","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"N-14",,"CALLE","EL MORRO",,"926","PR","242168","261469","18.3883","-66.0343","(18.3883, -66.0343)"
"82577","CAROLINA","SAN ANTON",,,," "," ",,"23",,"CALLE","7",,"976","PR","246709","260546","18.3798496","-65.991333","(18.3798496, -65.991333)"
"82566","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-19",,"CALLE","401",,"985","PR","250302","263762","18.4088","-65.9572","(18.4088, -65.9572)"
"82555","CAROLINA","SAN ANTON",,,,"COMU"," ",,"23",,"CALLE","9",,"976","PR","246695","260542","18.3798","-65.9915","(18.3798, -65.9915)"
"82648","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"T-4",,"CALLE","LA TORRECILLA",,"987","PR","251583","259465","18.37","-65.9452","(18.37, -65.9452)"
"82646","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-17",,"CALLE","401",,"985","PR","250332","263764","18.4088","-65.957","(18.4088, -65.957)"
"82633","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"T-2",,"CALLE","LA TORRECILLA",,"987","PR","251588","259439","18.3697","-65.9452","(18.3697, -65.9452)"
"82625","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-18",,"CALLE","401",,"985","PR","250317","263763","18.4088","-65.9571","(18.4088, -65.9571)"
"82661","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-15",,"CALLE","439",,"985","PR","250339","263800","18.4092","-65.9569","(18.4092, -65.9569)"
"82656","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-16",,"CALLE","401",,"985","PR","250346","263764","18.4088","-65.9568","(18.4088, -65.9568)"
"82668","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-14",,"CALLE","439",,"985","PR","250325","263800","18.4092","-65.957","(18.4092, -65.957)"
"82695","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-13",,"CALLE","439",,"985","PR","250311","263799","18.4092","-65.9572","(18.4092, -65.9572)"
"82686","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"T-8",,"CALLE","LA TORRECILLA",,"987","PR","251564","259513","18.3704","-65.9454","(18.3704, -65.9454)"
"82761","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-11",,"CALLE","439",,"985","PR","250283","263801","18.4092","-65.9574","(18.4092, -65.9574)"
"82891","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"J-25",,"CALLE","LA TORRECILLA",,"987","PR","251495","259555","18.3708","-65.9461","(18.3708, -65.9461)"
"82833","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"J-23",,"CALLE","LA TORRECILLA",,"987","PR","251518","259543","18.3707","-65.9458","(18.3707, -65.9458)"
"83065","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"100-8",,"CALLE","102",,"985","PR","250107","263442","18.4059","-65.9591","(18.4059, -65.9591)"
"82922","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"J-30",,"CALLE","LA TORRECILLA",,"987","PR","251430","259543","18.3707","-65.9467","(18.3707, -65.9467)"
"82916","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"J-27",,"CALLE","LA TORRECILLA",,"987","PR","251468","259554","18.3708","-65.9463","(18.3708, -65.9463)"
"82915","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"121-14",,"CALLE","64",,"985","PR","249659","262036","18.3932","-65.9634","(18.3932, -65.9634)"
"82908","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"121-13",,"CALLE","64",,"985","PR","249645","262035","18.3932","-65.9635","(18.3932, -65.9635)"
"83050","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"J-34",,"CALLE","LA TORRECILLA",,"987","PR","251400","259499","18.3703","-65.947","(18.3703, -65.947)"
"83047","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"121-16",,"CALLE","64",,"985","PR","249686","262036","18.3932","-65.9631","(18.3932, -65.9631)"
"83034","CAROLINA","CACAO",,,,"SECT"," ",,"6",,"CARR","858 KM 3.3",,"985","PR","249221","256777","18.3457","-65.9676","(18.3457, -65.9676)"
"145316","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"V-443",,"CALLE","OKLAHOMA",,"987","PR","247691","260862","18.3827","-65.982","(18.3827, -65.982)"
"145312","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"V-444",,"CALLE","OKLAHOMA",,"987","PR","247698","260872","18.3828","-65.982","(18.3828, -65.982)"
"145333","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"215-32",,"CALLE","505",,"985","PR","249648","264657","18.4169","-65.9634","(18.4169, -65.9634)"
"145353","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"215-33",,"CALLE","505",,"985","PR","249648","264642","18.4168","-65.9634","(18.4168, -65.9634)"
"145441","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"N-22",,"CALLE","TRINITARIA",,"985","PR","250675","262883","18.4009","-65.9537","(18.4009, -65.9537)"
"145432","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"215-36",,"CALLE","505",,"985","PR","249646","264604","18.4164","-65.9634","(18.4164, -65.9634)"
"145415","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"215-35",,"CALLE","505",,"985","PR","249647","264619","18.4166","-65.9634","(18.4166, -65.9634)"
"145406","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-433",,"CALLE","NICARAGUA",,"987","PR","247654","260753","18.3817","-65.9824","(18.3817, -65.9824)"
"145502","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"N-27",,"CALLE","TRINITARIA",,"985","PR","250713","262836","18.4004","-65.9534","(18.4004, -65.9534)"
"146121","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"217-24",,"CALLE","502",,"985","PR","249479","264570","18.4161","-65.965","(18.4161, -65.965)"
"146119","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-406",,"CALLE","NICARAGUA",,"987","PR","247646","260716","18.3814","-65.9825","(18.3814, -65.9825)"
"145562","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-426",,"CALLE","NICARAGUA",,"987","PR","247697","260791","18.382","-65.982","(18.382, -65.982)"
"145542","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"212-3",,"CALLE","505",,"985","PR","249656","264537","18.4158","-65.9633","(18.4158, -65.9633)"
"145615","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-425",,"CALLE","NICARAGUA",,"987","PR","247714","260807","18.3822","-65.9818","(18.3822, -65.9818)"
"145695","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-423",,"CALLE","NICARAGUA",,"987","PR","247726","260815","18.3823","-65.9817","(18.3823, -65.9817)"
"145686","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"217-14",,"CALLE","505",,"985","PR","249616","264574","18.4162","-65.9637","(18.4162, -65.9637)"
"145899","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-418",,"CALLE","NICARAGUA",,"987","PR","247764","260819","18.3823","-65.9813","(18.3823, -65.9813)"
"145847","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"V-509",,"CALLE","NICARAGUA",,"987","PR","247768","260850","18.3826","-65.9813","(18.3826, -65.9813)"
"146046","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-412",,"CALLE","NICARAGUA",,"987","PR","247706","260767","18.3818","-65.9819","(18.3818, -65.9819)"
"146029","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-414",,"CALLE","NICARAGUA",,"987","PR","247724","260784","18.382","-65.9817","(18.382, -65.9817)"
"146017","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"A-11",,"CALLE","1",,"985","PR","249651","260834","18.3824","-65.9635","(18.3824, -65.9635)"
"146013","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"217-20",,"CALLE","502",,"985","PR","249533","264572","18.4162","-65.9645","(18.4162, -65.9645)"
"146088","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"217-22",,"CALLE","502",,"985","PR","249506","264573","18.4162","-65.9648","(18.4162, -65.9648)"
"224833","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-5",,"CALLE","35",,"987","PR","247566","258796","18.364","-65.9833","(18.364, -65.9833)"
"224967","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"C-14",,"CALLE","1",,"985","PR","249015","261529","18.3887","-65.9695","(18.3887, -65.9695)"
"224963","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-15",,"CALLE","35",,"987","PR","247684","258856","18.3646","-65.9821","(18.3646, -65.9821)"
"224953","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-13",,"CALLE","35",,"987","PR","247659","258845","18.3645","-65.9824","(18.3645, -65.9824)"
"224894","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-8",,"CALLE","35",,"987","PR","247600","258816","18.3642","-65.9829","(18.3642, -65.9829)"
"224980","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-38",,"CALLE","YUNQUESITO",,"987","PR","252528","259282","18.3683","-65.9363","(18.3683, -65.9363)"
"225073","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-40",,"CALLE","YUNQUESITO",,"987","PR","252548","259268","18.3682","-65.9361","(18.3682, -65.9361)"
"225106","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"151",,"CALLE","CLAVEL",,"987","PR","252217.6572","259582.0879",,,
"225733","CAROLINA","CANOVANILLAS",,,,"URB","CIUDAD JARD",,"214",,"CALLE","AMAPOLA",,"987","PR","253473","259922","18.3741","-65.9273","(18.3741, -65.9273)"
"225726","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"B-1",,"CALLE","1",,"983","PR","247940","264930","18.4194","-65.9796","(18.4194, -65.9796)"
"225653","CAROLINA","MARTIN GONZALEZ",,,"408","URB","VILLAS DEL SOL",,"408",,"CALLE","TORREMOLINOS",,"985","PR","249386","261242","18.3861","-65.966","(18.3861, -65.966)"
"225628","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"B-4",,"CALLE","1",,"983","PR","247976","264934","18.4195","-65.9792","(18.4195, -65.9792)"
"225268","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"A-8",,"CALLE","1",,"983","PR","248030","264915","18.4193","-65.9787","(18.4193, -65.9787)"
