"ps","pobl","pmb","area","compl","nro_edif","tiposecurb","urb","ste","nro","nro_apart","tipo_via","calle","sector","cod_post","pais","x","y","lat","lon","location"
"348103","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"181-16",,"CALLE","419",,"985","PR","250294","264045","18.4114","-65.9573","(18.4114, -65.9573)"
"348076","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"181-17",,"CALLE","419",,"985","PR","250307","264050","18.4114","-65.9572","(18.4114, -65.9572)"
"227489","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-42",,"CALLE","37",,"987","PR","247540","258733","18.3635","-65.9835","(18.3635, -65.9835)"
"227487","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-41",,"CALLE","37",,"987","PR","247549","258743","18.3635","-65.9834","(18.3635, -65.9834)"
"227485","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-40",,"CALLE","37",,"987","PR","247561","258749","18.3636","-65.9833","(18.3636, -65.9833)"
"227483","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-39",,"CALLE","37",,"987","PR","247571","258754","18.3636","-65.9832","(18.3636, -65.9832)"
"227479","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-37",,"CALLE","37",,"987","PR","247584","258760","18.3637","-65.9831","(18.3637, -65.9831)"
"227476","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-37",,"CALLE","37",,"987","PR","247596","258764","18.3637","-65.983","(18.3637, -65.983)"
"227465","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-36",,"CALLE","37",,"987","PR","247606","258773","18.3638","-65.9829","(18.3638, -65.9829)"
"227452","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"HH-4",,"CALLE","PINTO",,"987","PR","252600","259138","18.367","-65.9356","(18.367, -65.9356)"
"227393","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-30",,"CALLE","37",,"987","PR","247675","258808","18.3641","-65.9822","(18.3641, -65.9822)"
"227577","CAROLINA","CEDRO",,,," "," ",," ",,"CARR","185 KM 12",,"985","PR","255298","251372","18.2968","-65.9103","(18.2968, -65.9103)"
"227719","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-21",,"CALLE","39",,"987","PR","247659","258732","18.3634","-65.9824","(18.3634, -65.9824)"
"227692","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"KK-23",,"CALLE","YAUREL",,"987","PR","252428","259112","18.3668","-65.9372","(18.3668, -65.9372)"
"227681","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"KK-20",,"CALLE","YAUREL",,"987","PR","252465","259088","18.3665","-65.9369","(18.3665, -65.9369)"
"227678","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"KK-19",,"CALLE","YAUREL",,"987","PR","252476","259077","18.3665","-65.9368","(18.3665, -65.9368)"
"227671","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-19",,"CALLE","39",,"987","PR","247646","258758","18.3637","-65.9825","(18.3637, -65.9825)"
"227669","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-18",,"CALLE","40",,"987","PR","247605","258736","18.3635","-65.9829","(18.3635, -65.9829)"
"227667","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-17",,"CALLE","40",,"987","PR","247612","258721","18.3633","-65.9828","(18.3633, -65.9828)"
"227659","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-13",,"CALLE","40",,"987","PR","247625","258674","18.3629","-65.9827","(18.3629, -65.9827)"
"227657","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-12",,"CALLE","40",,"987","PR","247612","258670","18.3629","-65.9828","(18.3629, -65.9828)"
"227640","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-11",,"CALLE","40",,"987","PR","247609","258690","18.3631","-65.9829","(18.3631, -65.9829)"
"227633","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"KK-17",,"CALLE","YAUREL",,"987","PR","252497","259064","18.3663","-65.9366","(18.3663, -65.9366)"
"227632","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"A-6",,"CALLE","1",,"985","PR","249122","261561","18.389","-65.9685","(18.389, -65.9685)"
"227616","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"HH-11",,"CALLE","PINTO",,"987","PR","252543","259055","18.3662","-65.9362","(18.3662, -65.9362)"
"148451","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"E-23",,"CALLE","3",,"985","PR","249665","260930","18.3833","-65.9633","(18.3833, -65.9633)"
"148422","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-380",,"CALLE","MEXICO",,"987","PR","247731","260701","18.3812","-65.9817","(18.3812, -65.9817)"
"148592","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"216-5",,"CALLE","505",,"985","PR","249621","264705","18.4174","-65.9637","(18.4174, -65.9637)"
"148472","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"E-25",,"CALLE","3",,"985","PR","249672","260904","18.383","-65.9633","(18.383, -65.9633)"
"148459","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"E-24",,"CALLE","3",,"985","PR","249668","260919","18.3832","-65.9633","(18.3832, -65.9633)"
"148519","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-373",,"CALLE","MEXICO",,"987","PR","247658","260648","18.3807","-65.9823","(18.3807, -65.9823)"
"148517","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-375",,"CALLE","MEXICO",,"987","PR","247680","260660","18.3809","-65.9821","(18.3809, -65.9821)"
"148502","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"218-20",,"CALLE","502",,"985","PR","249557","264594","18.4164","-65.9643","(18.4164, -65.9643)"
"148496","CAROLINA","CANOVANILLAS",,,,"SECT"," ",," ",,"CARR","859 KM 4.9",,"985","PR","253345","255983","18.3385","-65.9286","(18.3385, -65.9286)"
"148605","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"216-6",,"CALLE","505",,"985","PR","249621","264712","18.4174","-65.9637","(18.4174, -65.9637)"
"148684","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"E-28",,"CALLE","3",,"985","PR","249673","260864","18.3827","-65.9633","(18.3827, -65.9633)"
"148948","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"216-16",,"CALLE","501",,"985","PR","249579","264831","18.4185","-65.9641","(18.4185, -65.9641)"
"148272","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"F-14",,"CALLE","3",,"985","PR","249685","260968","18.3836","-65.9632","(18.3836, -65.9632)"
"148251","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"F-11",,"CALLE","3",,"985","PR","249690","260930","18.3833","-65.9631","(18.3833, -65.9631)"
"147042","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BT-40",,"CALLE","125",,"983","PR","248529","265104","18.421","-65.974","(18.421, -65.974)"
"147038","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AH-1",,"CALLE","PINO",,"983","PR","248799","263612","18.4075","-65.9715","(18.4075, -65.9715)"
"147108","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FLORES",,"803",,"CALLE","GRACE",,"982","PR","247471","262646","18.3988","-65.9841","(18.3988, -65.9841)"
"147070","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BT-37",,"CALLE","125",,"983","PR","248521","265139","18.4213","-65.9741","(18.4213, -65.9741)"
"147064","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AJ-8",,"CALLE","YAGRUMO",,"983","PR","248766","263606","18.4075","-65.9718","(18.4075, -65.9718)"
"146998","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"A-H3",,"CALLE","PINO",,"983","PR","248806","263655","18.4079","-65.9714","(18.4079, -65.9714)"
"146982","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BT-2",,"CALLE","123",,"983","PR","248494","265071","18.4207","-65.9743","(18.4207, -65.9743)"
"146981","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"H-4",,"CALLE","PINO",,"983","PR","248804","263667","18.408","-65.9714","(18.408, -65.9714)"
"146978","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FLORES",,"727",,"CALLE","CALAIS",,"982","PR","247539","262615","18.3985","-65.9834","(18.3985, -65.9834)"
"98553","SAN JUAN","SABANA LLANA NORTE",,,,"PARC"," ",,"503",,"CALLE","21",,"924","PR","243482","263880","18.41","-66.0218","(18.41, -66.0218)"
"98531","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"U-7",,"CALLE","JASPER",,"926","PR","242002","261388","18.3876","-66.0359","(18.3876, -66.0359)"
"98530","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"724",,"CALLE","CACTUS",,"924","PR","243765","261795","18.3912","-66.0192","(18.3912, -66.0192)"
"98524","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1021",,"CALLE","FELIX DE AZARA",,"924","PR","245851","263651","18.4079","-65.9994","(18.4079, -65.9994)"
"98501","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"723",,"CALLE","CAFETO",,"924","PR","243746","261754","18.3908","-66.0193","(18.3908, -66.0193)"
"98492","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"U-5",,"CALLE","JASPER",,"926","PR","241985","261416","18.3878","-66.036","(18.3878, -66.036)"
"98486","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"U-4",,"CALLE","JASPER",,"926","PR","241972","261425","18.3879","-66.0361","(18.3879, -66.0361)"
"98481","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"717",,"CALLE","CAFETO",,"924","PR","243696","261751","18.3908","-66.0198","(18.3908, -66.0198)"
"98463","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"715",,"CALLE","CAFETO",,"924","PR","243681","261741","18.3907","-66.02","(18.3907, -66.02)"
"98442","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"711",,"CALLE","CAFETO",,"924","PR","243654","261724","18.3906","-66.0202","(18.3906, -66.0202)"
"98382","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1013",,"CALLE","FELIX DE AZARA",,"924","PR","245805","263687","18.4082","-65.9998","(18.4082, -65.9998)"
"98347","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"U-19",,"CALLE","JASPER",,"926","PR","241900","261452","18.3881","-66.0368","(18.3881, -66.0368)"
"98338","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"V-11",,"CALLE","JASPER",,"926","PR","241921","261428","18.3879","-66.0366","(18.3879, -66.0366)"
"98317","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"703",,"CALLE","CAFETO",,"924","PR","243597","261691","18.3903","-66.0208","(18.3903, -66.0208)"
"98301","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1007",,"CALLE","FELIX DE AZARA",,"924","PR","245775","263711","18.4085","-66.0001","(18.4085, -66.0001)"
"98141","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"U-23",,"CALLE","JASPER",,"926","PR","241856","261389","18.3876","-66.0372","(18.3876, -66.0372)"
"98271","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1008",,"CALLE","FELIX DE AZARA",,"924","PR","245770","263685","18.4082","-66.0001","(18.4082, -66.0001)"
"98236","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1012",,"CALLE","FELIX DE AZARA",,"924","PR","245788","263670","18.4081","-66","(18.4081, -66.0)"
"98182","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1014",,"CALLE","FELIX DE AZARA",,"924","PR","245803","263660","18.408","-65.9998","(18.408, -65.9998)"
"98163","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1016",,"CALLE","FELIX DE AZARA",,"924","PR","245816","263649","18.4079","-65.9997","(18.4079, -65.9997)"
"102753","SAN JUAN","SABANA LLANA NORTE",,,,"URB","LAS VIRTUDES",,"728",,"CALLE","CARIDAD",,"924","PR","243675","263936","18.4105","-66.02","(18.4105, -66.02)"
"102737","SAN JUAN","SABANA LLANA NORTE",,,,"URB","LAS VIRTUDES",,"726",,"CALLE","CARIDAD",,"924","PR","243661","263936","18.4105","-66.0201","(18.4105, -66.0201)"
"278348","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"956",,"CALLE","ESPIONCELA",,"924","PR","245107","263332","18.4051","-66.0064","(18.4051, -66.0064)"
"278330","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"947",,"CALLE","VERDI",,"924","PR","243744","262659","18.399","-66.0193","(18.399, -66.0193)"
"278317","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"943",,"CALLE","VERDI",,"924","PR","243741","262689","18.3993","-66.0194","(18.3993, -66.0194)"
"279050","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"871",,"CALLE","RAVEL",,"924","PR","243583","263201","18.4039","-66.0209","(18.4039, -66.0209)"
"278936","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"884",,"CALLE","RAVEL",,"924","PR","243628","263101","18.403","-66.0204","(18.403, -66.0204)"
"278924","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"886",,"CALLE","RAVEL",,"924","PR","243632","263088","18.4029","-66.0204","(18.4029, -66.0204)"
"278865","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"896",,"CALLE","RAVEL",,"924","PR","243646","263015","18.4022","-66.0203","(18.4022, -66.0203)"
"278668","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"938",,"CALLE","VERDI",,"924","PR","243762","262719","18.3995","-66.0192","(18.3995, -66.0192)"
"281392","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"909",,"CALLE","ASTURIAS",,"923","PR","242322","263075","18.4028","-66.0328","(18.4028, -66.0328)"
"281327","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"485",,"CALLE","MALAGA",,"923","PR","242267","263077","18.4028","-66.0333","(18.4028, -66.0333)"
"281230","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"373",,"CALLE","VILLALBA",,"923","PR","241475","265433","18.4241","-66.0408","(18.4241, -66.0408)"
"281227","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1108",,"CALLE","7",,"927","PR","238505","261964","18.3928","-66.0689","(18.3928, -66.0689)"
"281196","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"908",,"CALLE","ALCAZAR",,"923","PR","242356","263066","18.4027","-66.0325","(18.4027, -66.0325)"
"281161","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1116",,"CALLE","7",,"927","PR","238495","261911","18.3923","-66.069","(18.3923, -66.069)"
"281631","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"324",,"CALLE","ALCAIZ",,"923","PR","241353","265349","18.4234","-66.0419","(18.4234, -66.0419)"
"281604","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"330",,"CALLE","ALCAIZ",,"923","PR","241371","265317","18.4231","-66.0417","(18.4231, -66.0417)"
"281477","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"333",,"CALLE","4",,"927","PR","238579","261890","18.3922","-66.0682","(18.3922, -66.0682)"
"281476","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"913",,"CALLE","ASTURIAS",,"923","PR","242319","263039","18.4025","-66.0328","(18.4025, -66.0328)"
"281447","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"321",,"CALLE","ALMADEN",,"923","PR","241366","265388","18.4237","-66.0418","(18.4237, -66.0418)"
"281442","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"319",,"CALLE","ALMADEN",,"923","PR","241362","265398","18.4238","-66.0418","(18.4238, -66.0418)"
"281431","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1105",,"CALLE","7",,"927","PR","238538","261981","18.393","-66.0686","(18.393, -66.0686)"
"281411","SAN JUAN","HATO REY CENTRAL",,,,"URB","HECTOR PINERO",,"167",,"CALLE","ALHAMBRA",,"917","PR","240348","265469","18.4245","-66.0514","(18.4245, -66.0514)"
"81939","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-6",,"CALLE","161",,"983","PR","248831","265184","18.4217","-65.9711","(18.4217, -65.9711)"
"81936","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-7",,"CALLE","161",,"983","PR","248831","265197","18.4218","-65.9711","(18.4218, -65.9711)"
"81933","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-8",,"CALLE","161",,"983","PR","248832","265210","18.4219","-65.9711","(18.4219, -65.9711)"
"81930","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-9",,"CALLE","161",,"983","PR","248830","265225","18.4221","-65.9712","(18.4221, -65.9712)"
"81923","CAROLINA","CANGREJO ARRIBA",,,,"URB","LOS ANGELES",,"39",,"CALLE","SAGITARIO",,"979","PR","245164","266203","18.431","-66.0058","(18.431, -66.0058)"
"81920","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-11",,"CALLE","161",,"983","PR","248826","265252","18.4223","-65.9712","(18.4223, -65.9712)"
"81917","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-12",,"CALLE","161",,"983","PR","248828","265265","18.4224","-65.9712","(18.4224, -65.9712)"
"81908","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-14",,"CALLE","161",,"983","PR","248824","265293","18.4227","-65.9712","(18.4227, -65.9712)"
"81878","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JH-24",,"CALLE","245",,"982","PR","247031","263816","18.4094","-65.9882","(18.4094, -65.9882)"
"81865","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CW-18",,"CALLE","161",,"983","PR","248803","265309","18.4228","-65.9714","(18.4228, -65.9714)"
"81856","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JH-23",,"CALLE","245",,"982","PR","247026","263821","18.4094","-65.9883","(18.4094, -65.9883)"
"81840","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JH-22",,"CALLE","245",,"982","PR","247016","263838","18.4096","-65.9884","(18.4096, -65.9884)"
"81829","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JH-21",,"CALLE","245",,"982","PR","247009","263848","18.4097","-65.9884","(18.4097, -65.9884)"
"81590","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CA-19",,"CALLE","126",,"983","PR","248701","265061","18.4206","-65.9724","(18.4206, -65.9724)"
"81580","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CA-20",,"CALLE","126",,"983","PR","248690","265059","18.4206","-65.9725","(18.4206, -65.9725)"
"81569","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JH-3",,"CALLE","246",,"982","PR","247026","263754","18.4088","-65.9883","(18.4088, -65.9883)"
"81561","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CA-23",,"CALLE","126",,"983","PR","248647","265043","18.4204","-65.9729","(18.4204, -65.9729)"
"81555","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CA-24",,"CALLE","126",,"983","PR","248640","265042","18.4204","-65.973","(18.4204, -65.973)"
"81671","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CW-31",,"CALLE","161",,"983","PR","248817","265135","18.4213","-65.9713","(18.4213, -65.9713)"
"81650","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CA-16",,"CALLE","126",,"983","PR","248740","265074","18.4207","-65.972","(18.4207, -65.972)"
"81612","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JH-6",,"CALLE","246",,"982","PR","247002","263791","18.4092","-65.9885","(18.4092, -65.9885)"
"81602","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CA-18",,"CALLE","126",,"983","PR","248711","265065","18.4206","-65.9723","(18.4206, -65.9723)"
"81497","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"3NS-5",,"CALLE","VIA LOURDES",,"983","PR","248517","262223","18.395","-65.9742","(18.395, -65.9742)"
"348322","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"QI-18",,"CALLE","529",,"982","PR","246548","264710","18.4175","-65.9928","(18.4175, -65.9928)"
"348294","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"QI-20",,"CALLE","529",,"982","PR","246555","264684","18.4172","-65.9927","(18.4172, -65.9927)"
"348238","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4JS-17",,"CALLE","VIA 49",,"983","PR","248733","262078","18.3936","-65.9721","(18.3936, -65.9721)"
"348189","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4JS-13",,"CALLE","VIA 49",,"983","PR","248763","262118","18.394","-65.9719","(18.394, -65.9719)"
"348500","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4FS-3",,"CALLE","VIA 50",,"983","PR","248708","262133","18.3941","-65.9724","(18.3941, -65.9724)"
"348493","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4FS-2",,"CALLE","VIA 50",,"983","PR","248716","262146","18.3943","-65.9723","(18.3943, -65.9723)"
"348457","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"QI-10",,"CALLE","529",,"982","PR","246524","264720","18.4176","-65.993","(18.4176, -65.993)"
"348440","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"QI-12",,"CALLE","529",,"982","PR","246517","264745","18.4178","-65.9931","(18.4178, -65.9931)"
"348386","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4JS-8",,"CALLE","VIA 50",,"983","PR","248742","262153","18.3943","-65.9721","(18.3943, -65.9721)"
"348378","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4-JS-6",,"CALLE","VIA 50",,"983","PR","248729","262130","18.3941","-65.9722","(18.3941, -65.9722)"
"348368","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4JS-5",,"CALLE","VIA 50",,"983","PR","248721","262119","18.394","-65.9723","(18.394, -65.9723)"
"348337","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4JS-2",,"CALLE","VIA 50",,"983","PR","248702","262089","18.3938","-65.9724","(18.3938, -65.9724)"
"347251","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"232-12",,"CALLE","610",,"985","PR","249926","264922","18.4193","-65.9608","(18.4193, -65.9608)"
"347234","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"232-13",,"CALLE","610",,"985","PR","249928","264904","18.4192","-65.9608","(18.4192, -65.9608)"
"347199","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"181-44",,"CALLE","443",,"985","PR","250255","264005","18.411","-65.9577","(18.411, -65.9577)"
"347179","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"231-24",,"CALLE","610",,"985","PR","249901","264939","18.4195","-65.961","(18.4195, -65.961)"
"347170","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"231-23",,"CALLE","610",,"985","PR","249902","264950","18.4196","-65.961","(18.4196, -65.961)"
"345089","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4HS-2",,"CALLE","VIA 49",,"983","PR","248792","262188","18.3946","-65.9716","(18.3946, -65.9716)"
"345068","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"QK-20",,"CALLE","533",,"982","PR","246651","264764","18.418","-65.9918","(18.418, -65.9918)"
"345066","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4KS-9",,"CALLE","VIA 49",,"983","PR","248796","262149","18.3943","-65.9715","(18.3943, -65.9715)"
"345030","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"QK-16",,"CALLE","533",,"982","PR","246640","264820","18.4185","-65.9919","(18.4185, -65.9919)"
"345028","CAROLINA","CANOVANILLAS",,,,"URB","CIUDAD JARD",,"18",,"CALLE","GLADIOLA",,"987","PR","253080","259783","18.3728","-65.9311","(18.3728, -65.9311)"
"344290","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4PS-1",,"CALLE","VIA 45",,"983","PR","248857","262171","18.3945","-65.971","(18.3945, -65.971)"
"344150","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"QN-10",,"CALLE","246",,"982","PR","246738","264770","18.418","-65.991","(18.418, -65.991)"
"146973","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BT-3",,"CALLE","123",,"983","PR","248492","265080","18.4208","-65.9743","(18.4208, -65.9743)"
"148211","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-398",,"CALLE","MEXICO",,"987","PR","247713","260716","18.3814","-65.9818","(18.3814, -65.9818)"
"148155","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-403",,"CALLE","MEXICO",,"987","PR","247658","260668","18.3809","-65.9823","(18.3809, -65.9823)"
"148147","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-404",,"CALLE","MEXICO",,"987","PR","247640","260663","18.3809","-65.9825","(18.3809, -65.9825)"
