"fipstate","fipscty","naics","naics_description","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","n1_4","n5_9","n10_19","n20_49","n50_99","n100_249","n250_499","n500_999","n1000","n1000_1","n1000_2","n1000_3","n1000_4","censtate","cencty"
"72","Toa Baja","44619/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","321114",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","492210",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","522130",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","327320",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","54181/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","6113//",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","236///",,,"2 to < 5% noise (medium noise)","230","2 to < 5% noise (medium noise)","1110","2 to < 5% noise (medium noise)","4975","21","13","5","2","0","0","1","0","0","0","0","0","0","0","6","139"
"72","Trujillo Alto","23711/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","48599/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","443112",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","44529/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Alta","811111",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","6","135"
"72","Toa Baja","62----",,,"0 to < 2% noise (low noise)","407","0 to < 2% noise (low noise)","1478","0 to < 2% noise (low noise)","7046","82","56","17","7","1","1","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","313249",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Alta","62399/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","135"
"72","Toa Baja","23611/",,,"2 to < 5% noise (medium noise)","890","2 to < 5% noise (medium noise)","4155","2 to < 5% noise (medium noise)","16521","12","8","0","1","0","1","1","0","1","0","0","0","0","0","6","137"
"72","Toa Baja","32732/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","6241//",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","5","3","2","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","238210",,,"0 to < 2% noise (low noise)","104","2 to < 5% noise (medium noise)","406","2 to < 5% noise (medium noise)","1592","7","5","1","0","0","1","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","424460",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","33121/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","23713/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Alta","7221//",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","6","135"
"72","Toa Baja","812310",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","23----",,,"2 to < 5% noise (medium noise)","593","0 to < 2% noise (low noise)","2666","2 to < 5% noise (medium noise)","11605","52","33","7","7","1","3","1","0","0","0","0","0","0","0","6","139"
"72","Trujillo Alto","3321//",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","81----",,,"0 to < 2% noise (low noise)","254","0 to < 2% noise (low noise)","944","0 to < 2% noise (low noise)","3922","70","54","9","7","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","42345/",,,"2 to < 5% noise (medium noise)","53","2 to < 5% noise (medium noise)","625","0 to < 2% noise (low noise)","2284","4","1","0","2","1","0","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","327390",,,"0 to < 2% noise (low noise)","347","2 to < 5% noise (medium noise)","2093","0 to < 2% noise (low noise)","7808","5","0","0","1","2","1","1","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","42371/",,"100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3","0","1","0","1","1","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","623220",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","33211/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","236117",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","325612",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","23891/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","42345/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","311421",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","531120",,,"0 to < 2% noise (low noise)","13","0 to < 2% noise (low noise)","53","0 to < 2% noise (low noise)","225","4","3","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","71131/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Alta","813///",,,"0 to < 2% noise (low noise)","69","0 to < 2% noise (low noise)","209","0 to < 2% noise (low noise)","911","6","3","0","1","2","0","0","0","0","0","0","0","0","0","6","135"
"72","Toa Baja","561440",,"0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","72","2 to < 5% noise (medium noise)","283","3","2","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","72211/",,,"2 to < 5% noise (medium noise)","36","2 to < 5% noise (medium noise)","91","0 to < 2% noise (low noise)","368","9","6","3","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","336211",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","445///",,,"0 to < 2% noise (low noise)","489","0 to < 2% noise (low noise)","1565","0 to < 2% noise (low noise)","6933","24","16","3","1","1","1","2","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","561510",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","3121//",,,"0 to < 2% noise (low noise)","203","2 to < 5% noise (medium noise)","1351","2 to < 5% noise (medium noise)","6339","3","0","0","0","1","1","1","0","0","0","0","0","0","0","6","137"
"72","Toa Alta","6241//",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","135"
"72","Toa Alta","812///",,"0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","100","3","2","1","0","0","0","0","0","0","0","0","0","0","0","6","135"
"72","Toa Baja","4471//",,,"0 to < 2% noise (low noise)","242","0 to < 2% noise (low noise)","648","0 to < 2% noise (low noise)","2801","15","6","4","4","0","0","1","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","3323//",,"100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","44512/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","42381/",,"0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","127","0 to < 2% noise (low noise)","656","3","2","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","611///",,,"0 to < 2% noise (low noise)","277","0 to < 2% noise (low noise)","1025","0 to < 2% noise (low noise)","4848","14","8","0","1","3","2","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","448///",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","9","6","1","1","1","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","4831//",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","45299/",,,"0 to < 2% noise (low noise)","51","0 to < 2% noise (low noise)","233","0 to < 2% noise (low noise)","968","4","1","1","0","2","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","811121",,,"0 to < 2% noise (low noise)","39","2 to < 5% noise (medium noise)","163","2 to < 5% noise (medium noise)","684","9","6","2","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Alta","621399",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","135"
"72","Toa Baja","72----",,,"0 to < 2% noise (low noise)","573","0 to < 2% noise (low noise)","1622","0 to < 2% noise (low noise)","6841","55","24","16","9","4","2","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","48----",,,"0 to < 2% noise (low noise)","259","0 to < 2% noise (low noise)","2034","0 to < 2% noise (low noise)","7808","32","19","6","5","0","2","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","326///",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3","1","0","1","1","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","238150",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","423840",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","327///",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","4","1","2","0","1","0","0","0","0","0","0","0","0","0","6","139"
"72","Trujillo Alto","3379//",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","332321",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","4","1","2","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","453220",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","531110",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Trujillo Alto","23832/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","531312",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","56199/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Aibonito","446110",,,"0 to < 2% noise (low noise)","75","0 to < 2% noise (low noise)","280","0 to < 2% noise (low noise)","1298","8","2","2","3","1","0","0","0","0","0","0","0","0","0","6","9"
"72","Trujillo Alto","423120",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","3372//",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","45311/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Alta","6214//",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","6","135"
"72","Trujillo Alto","31499/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","6","139"
"72","Toa Baja","5313//",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","62412/",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","621399",,"0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","62121/",,,"2 to < 5% noise (medium noise)","51","0 to < 2% noise (low noise)","140","0 to < 2% noise (low noise)","661","15","13","1","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","33232/",,"20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","4","1","2","1","0","0","0","0","0","0","0","0","0","0","6","137"
"72","Toa Baja","44131/",,,"0 to < 2% noise (low noise)","118","0 to < 2% noise (low noise)","440","0 to < 2% noise (low noise)","1983","23","15","4","3","1","0","0","0","0","0","0","0","0","0","6","137"
